Exercise_Name,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Side To Side Chins,,,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,"A moderately rated exercise targeting the Lats using body only. Side To Side Chins is designed to improve strength, flexibility, and endurance."
Incline Dumbbell Bench With Palms Facing In,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,"A moderately rated exercise targeting the Chest using dumbbell. Incline Dumbbell Bench With Palms Facing In is designed to improve strength, flexibility, and endurance."
Standing leg swing,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83s-standing-leg-swing-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83s-standing-leg-swing-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,"A moderately rated exercise targeting the Hamstrings using body only. Standing leg swing is designed to improve strength, flexibility, and endurance."
Clock push-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-103a-clock-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-103a-clock-push-up-m6-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,"A moderately rated exercise targeting the Chest using body only. Clock push-up is designed to improve strength, flexibility, and endurance."
Machine seated row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-91m-machine-seated-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-91m-machine-seated-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.4,"A moderately rated exercise targeting the Lats using machine. Machine seated row is designed to improve strength, flexibility, and endurance."
Weighted sissy squat,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-180s-weighted-sissy-squat-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-180s-weighted-sissy-squat-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/other,Other,8.4,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Jog In Place,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/finder,,8.4,"A moderately rated exercise targeting the Quadriceps using nan. Jog In Place is designed to improve strength, flexibility, and endurance."
Dumbbell Raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,"A moderately rated exercise targeting the Shoulders using dumbbell. Dumbbell Raise is designed to improve strength, flexibility, and endurance."
One Arm Supinated Dumbbell Triceps Extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,"A moderately rated exercise targeting the Triceps using dumbbell. One Arm Supinated Dumbbell Triceps Extension is designed to improve strength, flexibility, and endurance."
Jog In Place,https://www.bodybuilding.com/images/2020/xdb/2963_1.jpg,https://www.bodybuilding.com/images/2020/xdb/2963_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/finder,,8.4,"A moderately rated exercise targeting the Quadriceps using nan. Jog In Place is designed to improve strength, flexibility, and endurance."
Dumbbell Raise,https://www.bodybuilding.com/exercises/exerciseImages/sequences/327/Male/m/327_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/327/Male/m/327_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,"A moderately rated exercise targeting the Shoulders using dumbbell. Dumbbell Raise is designed to improve strength, flexibility, and endurance."
One Arm Supinated Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/exerciseImages/sequences/362/Male/m/362_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/362/Male/m/362_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,"A moderately rated exercise targeting the Triceps using dumbbell. One Arm Supinated Dumbbell Triceps Extension is designed to improve strength, flexibility, and endurance."
Stationary bike,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.3,"A moderately rated exercise targeting the Quadriceps using machine. Stationary bike is designed to improve strength, flexibility, and endurance."
Dumbbell bent-over row,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,"A moderately rated exercise targeting the Middle Back using dumbbell. Dumbbell bent-over row is designed to improve strength, flexibility, and endurance."
Barbell thruster,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.3,"A moderately rated exercise targeting the Quadriceps using barbell. Barbell thruster is designed to improve strength, flexibility, and endurance."
Flutter Kicks,,,https://www.bodybuilding.com/exercises/muscle/glutes,Legs,https://www.bodybuilding.com/exercises/finder,Weight Bench,8.3,"A moderately rated exercise targeting the Glutes using weight bench. Flutter Kicks is designed to improve strength, flexibility, and endurance."
Dumbbell sumo squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Barbell upright row,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.3,"A moderately rated exercise targeting the Shoulders using barbell. Barbell upright row is designed to improve strength, flexibility, and endurance."
Superman,,,https://www.bodybuilding.com/exercises/muscle/lower-back,Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.3,"A moderately rated exercise targeting the Lower Back using body only. Superman is designed to improve strength, flexibility, and endurance."
Straight-Arm Pulldown,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-104c-straight-arm-bar-pull-down-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-104c-straight-arm-bar-pull-down-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.3,"A moderately rated exercise targeting the Lats using cable. Straight-Arm Pulldown is designed to improve strength, flexibility, and endurance."
Barbell stiff-legged deadlift,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.3,"Stand with feet hip-width, grip the bar outside your knees, lift by pushing through heels, keeping the bar close to your body."
Standing One-Arm Dumbbell Triceps Extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/finder,Dumbbells,8.3,"A moderately rated exercise targeting the Triceps using dumbbells. Standing One-Arm Dumbbell Triceps Extension is designed to improve strength, flexibility, and endurance."
Smith machine bench press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.3,"Lie on a bench, grip the barbell wider than shoulder-width, lower it to mid-chest, and press up until arms are extended."
Seated Side Lateral Raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,"A moderately rated exercise targeting the Shoulders using dumbbell. Seated Side Lateral Raise is designed to improve strength, flexibility, and endurance."
Dumbbell Lying Rear Lateral Raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13n-incline-dumbbell-reverse-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13n-incline-dumbbell-reverse-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,"A moderately rated exercise targeting the Shoulders using dumbbell. Dumbbell Lying Rear Lateral Raise is designed to improve strength, flexibility, and endurance."
Dumbbell preacher curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,"A moderately rated exercise targeting the Biceps using dumbbell. Dumbbell preacher curl is designed to improve strength, flexibility, and endurance."
Front Raise And Pullover,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.3,"A moderately rated exercise targeting the Chest using barbell. Front Raise And Pullover is designed to improve strength, flexibility, and endurance."
Dumbbell seated box jump,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,"A moderately rated exercise targeting the Quadriceps using dumbbell. Dumbbell seated box jump is designed to improve strength, flexibility, and endurance."
Middle Back Shrug,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.3,"A moderately rated exercise targeting the Middle Back using dumbbell. Middle Back Shrug is designed to improve strength, flexibility, and endurance."
Incline face-down bar front raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,8.3,"A moderately rated exercise targeting the Shoulders using e-z curl bar. Incline face-down bar front raise is designed to improve strength, flexibility, and endurance."
Butt-Ups,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.3,"A moderately rated exercise targeting the Abdominals using body only. Butt-Ups is designed to improve strength, flexibility, and endurance."
Band Good Morning (Pull Through),,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/bands,Bands,8.3,"A moderately rated exercise targeting the Hamstrings using bands. Band Good Morning (Pull Through) is designed to improve strength, flexibility, and endurance."
Bodyweight Reverse Lunge,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.3,"A moderately rated exercise targeting the Quadriceps using body only. Bodyweight Reverse Lunge is designed to improve strength, flexibility, and endurance."
Glute Kickback,,,https://www.bodybuilding.com/exercises/muscle/glutes,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.3,"A moderately rated exercise targeting the Glutes using body only. Glute Kickback is designed to improve strength, flexibility, and endurance."
Treadmill jogging,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.3,"A moderately rated exercise targeting the Quadriceps using machine. Treadmill jogging is designed to improve strength, flexibility, and endurance."
Yates Row Reverse Grip,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.3,"A moderately rated exercise targeting the Middle Back using barbell. Yates Row Reverse Grip is designed to improve strength, flexibility, and endurance."
Linear Acceleration Wall Drill,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.3,"A moderately rated exercise targeting the Hamstrings using body only. Linear Acceleration Wall Drill is designed to improve strength, flexibility, and endurance."
Reverse-grip bench press,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.3,"Lie on a bench, grip the barbell wider than shoulder-width, lower it to mid-chest, and press up until arms are extended."
Leverage Decline Chest Press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.3,"A moderately rated exercise targeting the Chest using machine. Leverage Decline Chest Press is designed to improve strength, flexibility, and endurance."
Chain Handle Extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/other,Other,8.3,"A moderately rated exercise targeting the Triceps using other. Chain Handle Extension is designed to improve strength, flexibility, and endurance."
